date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:25:24	75683/75683	---MCZ	200	added ('OK')	text/html	etag:W/%22127a3-5a1d927ab40df%22	https://html.rovadex.com/html-creto/home-two.html	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/home-two.html	(from https://html.rovadex.com/html-creto/index.html)
16:25:25	19841/19841	---MCZ	200	added ('OK')	text/html	etag:W/%224d81-5a1d927c1131f%22	https://html.rovadex.com/html-creto/services.html	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/services.html	(from https://html.rovadex.com/html-creto/index.html)
16:25:25	23160/23160	---MCZ	200	added ('OK')	text/html	etag:W/%225a78-5a1d927c7b287%22	https://html.rovadex.com/html-creto/shop.html	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/shop.html	(from https://html.rovadex.com/html-creto/index.html)
16:25:25	9807/9807	---MCZ	200	added ('OK')	text/html	etag:W/%22264f-5a1d927a32e59%22	https://html.rovadex.com/html-creto/gallery.html	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/gallery.html	(from https://html.rovadex.com/html-creto/index.html)
16:25:26	18822/18822	---MCZ	200	added ('OK')	text/html	etag:W/%224986-5a1d92796aef4%22	https://html.rovadex.com/html-creto/about.html	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/about.html	(from https://html.rovadex.com/html-creto/index.html)
16:25:26	16347/16347	---MCZ	200	added ('OK')	text/html	etag:W/%223fdb-5a1d927ba508e%22	https://html.rovadex.com/html-creto/news.html	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/news.html	(from https://html.rovadex.com/html-creto/index.html)
16:25:26	6669/6669	---MCZ	200	added ('OK')	text/html	etag:W/%221a0d-5a1d9278fc93a%22	https://html.rovadex.com/html-creto/404.html	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/404.html	(from https://html.rovadex.com/html-creto/index.html)
16:25:26	11257/11257	---MCZ	200	added ('OK')	text/html	etag:W/%222bf9-5a1d9279d4a74%22	https://html.rovadex.com/html-creto/contacts.html	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/contacts.html	(from https://html.rovadex.com/html-creto/index.html)
16:25:26	69955/69955	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2211143-5a1d92967a50c%22	https://html.rovadex.com/html-creto/assets/img/bg-slider.svg	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/bg-slider.svg	(from https://html.rovadex.com/html-creto/index.html)
16:25:27	22927/22927	---MCZ	200	added ('OK')	text/html	etag:W/%22598f-5a1d927d5c063%22	https://html.rovadex.com/html-creto/single-shop.html	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/single-shop.html	(from https://html.rovadex.com/html-creto/index.html)
16:25:27	5295/5295	---M--	200	added ('OK')	image/jpeg	etag:%2214af-5a1d9297ff7f5%22	https://html.rovadex.com/html-creto/assets/img/bike-info-slide.jpg	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/bike-info-slide.jpg	(from https://html.rovadex.com/html-creto/index.html)
16:25:28	111652/111652	---M--	200	added ('OK')	image/png	etag:%221b424-5a1d92c500e4e%22	https://html.rovadex.com/html-creto/assets/img/img-slider.png	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/img-slider.png	(from https://html.rovadex.com/html-creto/index.html)
16:25:28	69956/69956	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2211144-5a1d9295758f0%22	https://html.rovadex.com/html-creto/assets/img/bg-slider-2.svg	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/bg-slider-2.svg	(from https://html.rovadex.com/html-creto/index.html)
16:25:29	94825/94825	---M--	200	added ('OK')	image/png	etag:%2217269-5a1d92c3e8d95%22	https://html.rovadex.com/html-creto/assets/img/img-slider-2.png	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/img-slider-2.png	(from https://html.rovadex.com/html-creto/index.html)
16:25:29	69956/69956	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2211144-5a1d9295f86ce%22	https://html.rovadex.com/html-creto/assets/img/bg-slider-3.svg	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/bg-slider-3.svg	(from https://html.rovadex.com/html-creto/index.html)
16:25:29	105420/105420	---M--	200	added ('OK')	image/png	etag:%2219bcc-5a1d92c477ec6%22	https://html.rovadex.com/html-creto/assets/img/img-slider-3.png	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/img-slider-3.png	(from https://html.rovadex.com/html-creto/index.html)
16:25:29	28744/28744	---M--	200	added ('OK')	image/png	etag:%227048-5a1d929a2516b%22	https://html.rovadex.com/html-creto/assets/img/categ-2.png	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/categ-2.png	(from https://html.rovadex.com/html-creto/index.html)
16:25:30	18384/18384	---M--	200	added ('OK')	image/png	etag:%2247d0-5a1d929b3dddc%22	https://html.rovadex.com/html-creto/assets/img/categ-3.png	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/categ-3.png	(from https://html.rovadex.com/html-creto/index.html)
16:25:30	14737/14737	---M--	200	added ('OK')	image/png	etag:%223991-5a1d929986a1f%22	https://html.rovadex.com/html-creto/assets/img/categ-1.png	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/categ-1.png	(from https://html.rovadex.com/html-creto/index.html)
16:25:30	176782/176782	---M--	200	added ('OK')	image/jpeg	etag:%222b28e-5a1d92905f3d6%22	https://html.rovadex.com/html-creto/assets/img/bg-advantages.jpg	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/bg-advantages.jpg	(from https://html.rovadex.com/html-creto/index.html)
16:25:30	1696/1696	---M--	200	added ('OK')	image/png	etag:%226a0-5a1d92cf79b54%22	https://html.rovadex.com/html-creto/assets/img/placeholder-all.png	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/placeholder-all.png	(from https://html.rovadex.com/html-creto/index.html)
16:25:31	229882/229882	---M--	200	added ('OK')	image/jpeg	etag:%22381fa-5a1d929723453%22	https://html.rovadex.com/html-creto/assets/img/bg-subscribe.jpg	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/bg-subscribe.jpg	(from https://html.rovadex.com/html-creto/index.html)
16:25:31	269404/269404	---M--	200	added ('OK')	image/jpeg	etag:%2241c5c-5a1d929386e6f%22	https://html.rovadex.com/html-creto/assets/img/bg-feedback.jpg	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/bg-feedback.jpg	(from https://html.rovadex.com/html-creto/index.html)
16:25:31	3747/3747	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22ea3-5a1d92b9308e1%22	https://html.rovadex.com/html-creto/assets/img/effect-bg-feedback.svg	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/effect-bg-feedback.svg	(from https://html.rovadex.com/html-creto/index.html)
16:25:32	17898/17898	---M--	200	added ('OK')	image/png	etag:%2245ea-5a1d92bb0af25%22	https://html.rovadex.com/html-creto/assets/img/feedback-photo-1.png	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/feedback-photo-1.png	(from https://html.rovadex.com/html-creto/index.html)
16:25:32	635123/635123	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%229b0f3-5a1d92da1d7e4%22	https://html.rovadex.com/html-creto/assets/img/subscribe-effect.svg	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/subscribe-effect.svg	(from https://html.rovadex.com/html-creto/index.html)
16:25:32	20231/20231	---M--	200	added ('OK')	image/png	etag:%224f07-5a1d92bb742d5%22	https://html.rovadex.com/html-creto/assets/img/feedback-photo-2.png	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/feedback-photo-2.png	(from https://html.rovadex.com/html-creto/index.html)
16:25:32	20061/20061	---M--	200	added ('OK')	image/png	etag:%224e5d-5a1d92bbe3c17%22	https://html.rovadex.com/html-creto/assets/img/feedback-photo-3.png	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/feedback-photo-3.png	(from https://html.rovadex.com/html-creto/index.html)
16:25:32	17450/17450	---MCZ	200	added ('OK')	text/html	etag:W/%22442a-5a1d927ce6d48%22	https://html.rovadex.com/html-creto/single-news.html	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/single-news.html	(from https://html.rovadex.com/html-creto/index.html)
16:25:33	42538/42538	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22a62a-5a1d929c779ac%22	https://html.rovadex.com/html-creto/assets/img/client-1.svg	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/client-1.svg	(from https://html.rovadex.com/html-creto/index.html)
16:25:33	89034/89034	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2215bca-5a1d929cf5198%22	https://html.rovadex.com/html-creto/assets/img/client-2.svg	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/client-2.svg	(from https://html.rovadex.com/html-creto/index.html)
16:25:33	78991/78991	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221348f-5a1d929dc2307%22	https://html.rovadex.com/html-creto/assets/img/client-4.svg	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/client-4.svg	(from https://html.rovadex.com/html-creto/index.html)
16:25:33	18184/18184	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%224708-5a1d929e31091%22	https://html.rovadex.com/html-creto/assets/img/client-5.svg	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/client-5.svg	(from https://html.rovadex.com/html-creto/index.html)
16:25:34	184197/184197	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222cf85-5a1d929ebdab1%22	https://html.rovadex.com/html-creto/assets/img/client-6.svg	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/client-6.svg	(from https://html.rovadex.com/html-creto/index.html)
16:25:34	1204/1204	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%224b4-5a1d92b9e922b%22	https://html.rovadex.com/html-creto/assets/img/effect-section-banner.svg	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/effect-section-banner.svg	(from https://html.rovadex.com/html-creto/index.html)
16:25:34	207926/207926	---M--	200	added ('OK')	image/jpeg	etag:%2232c36-5a1d92948649a%22	https://html.rovadex.com/html-creto/assets/img/bg-section-banner.jpg	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/bg-section-banner.jpg	(from https://html.rovadex.com/html-creto/index.html)
16:25:35	2022/2022	---M--	200	added ('OK')	image/png	etag:%227e6-5a1d92bc4182c%22	https://html.rovadex.com/html-creto/assets/img/footer-pay-1.png	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/footer-pay-1.png	(from https://html.rovadex.com/html-creto/index.html)
16:25:35	1381/1381	---M--	200	added ('OK')	image/png	etag:%22565-5a1d92bc9e0ba%22	https://html.rovadex.com/html-creto/assets/img/footer-pay-2.png	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/footer-pay-2.png	(from https://html.rovadex.com/html-creto/index.html)
16:25:35	1712/1712	---M--	200	added ('OK')	image/png	etag:%226b0-5a1d92bcf7296%22	https://html.rovadex.com/html-creto/assets/img/footer-pay-3.png	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/footer-pay-3.png	(from https://html.rovadex.com/html-creto/index.html)
16:25:35	1288/1288	---M--	200	added ('OK')	image/png	etag:%22508-5a1d92bd55a64%22	https://html.rovadex.com/html-creto/assets/img/footer-pay-4.png	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/footer-pay-4.png	(from https://html.rovadex.com/html-creto/index.html)
16:25:35	85513/85513	---MCZ	200	added ('OK')	application/javascript	etag:W/%2214e09-5a1d92de4d932%22	https://html.rovadex.com/html-creto/assets/js/jquery-2.2.4.min.js	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/js/jquery-2.2.4.min.js	(from https://html.rovadex.com/html-creto/index.html)
16:25:36	41565/41565	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a25d-5a1d92e1bb4f3%22	https://html.rovadex.com/html-creto/assets/js/slick.min.js	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/js/slick.min.js	(from https://html.rovadex.com/html-creto/index.html)
16:25:36	6014/6014	---MCZ	200	added ('OK')	application/javascript	etag:W/%22177e-5a1d92dff4f03%22	https://html.rovadex.com/html-creto/assets/js/jquery.nice-select.js	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/js/jquery.nice-select.js	(from https://html.rovadex.com/html-creto/index.html)
16:25:36	16405/16405	---MCZ	200	added ('OK')	application/javascript	etag:W/%224015-5a1d92e22545b%22	https://html.rovadex.com/html-creto/assets/js/wow.js	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/js/wow.js	(from https://html.rovadex.com/html-creto/index.html)
16:25:36	1270/1270	---MCZ	200	added ('OK')	application/javascript	etag:W/%224f6-5a1d92e0732a8%22	https://html.rovadex.com/html-creto/assets/js/rx-lazy.js	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/js/rx-lazy.js	(from https://html.rovadex.com/html-creto/index.html)
16:25:36	18100/18100	---MCZ	200	added ('OK')	application/javascript	etag:W/%2246b4-5a1d92e0e917b%22	https://html.rovadex.com/html-creto/assets/js/scripts.js	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/js/scripts.js	(from https://html.rovadex.com/html-creto/index.html)
16:25:37	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-5a1d92830e1d1%22	https://html.rovadex.com/html-creto/assets/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/fonts/fontawesome-webfont3e6e.eot	(from https://html.rovadex.com/html-creto/assets/css/font-awesome.min.css)
16:25:37	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%2212d68-5a1d92855fe59%22	https://html.rovadex.com/html-creto/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/fonts/fontawesome-webfont3e6e.woff2	(from https://html.rovadex.com/html-creto/assets/css/font-awesome.min.css)
16:25:37	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-5a1d92830e1d1%22	https://html.rovadex.com/html-creto/assets/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/fonts/fontawesome-webfontd41d.eot	(from https://html.rovadex.com/html-creto/assets/css/font-awesome.min.css)
16:25:38	98024/98024	---M--	200	added ('OK')	font/woff	etag:%2217ee8-5a1d9284e3224%22	https://html.rovadex.com/html-creto/assets/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/fonts/fontawesome-webfont3e6e.woff	(from https://html.rovadex.com/html-creto/assets/css/font-awesome.min.css)
16:25:38	165548/165548	---M--	200	added ('OK')	font/ttf	etag:%22286ac-5a1d928456bec%22	https://html.rovadex.com/html-creto/assets/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/fonts/fontawesome-webfont3e6e.ttf	(from https://html.rovadex.com/html-creto/assets/css/font-awesome.min.css)
16:25:38	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226c7db-5a1d9283b079e%22	https://html.rovadex.com/html-creto/assets/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/fonts/fontawesome-webfont3e6e.svg	(from https://html.rovadex.com/html-creto/assets/css/font-awesome.min.css)
16:25:38	3158/3158	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c56-5a1d929241b05%22	https://html.rovadex.com/html-creto/assets/img/bg-effect-header.svg	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/bg-effect-header.svg	(from https://html.rovadex.com/html-creto/assets/css/style.css)
16:25:39	4824/4824	---M--	200	added ('OK')	image/png	etag:%2212d8-5a1d92c302db1%22	https://html.rovadex.com/html-creto/assets/img/hover.png	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/hover.png	(from https://html.rovadex.com/html-creto/assets/css/style.css)
16:25:39	205131/205131	---M--	200	added ('OK')	image/png	etag:%223214b-5a1d92ab724aa%22	https://html.rovadex.com/html-creto/assets/img/dark-effect-subscribe.png	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/dark-effect-subscribe.png	(from https://html.rovadex.com/html-creto/assets/css/style.css)
16:25:39	41464/41464	---M--	200	added ('OK')	image/png	etag:%22a1f8-5a1d92aeaa4ff%22	https://html.rovadex.com/html-creto/assets/img/dark-item-feedback.png	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/dark-item-feedback.png	(from https://html.rovadex.com/html-creto/assets/css/style.css)
16:25:39	42794/42794	---M--	200	added ('OK')	image/png	etag:%22a72a-5a1d92915de48%22	https://html.rovadex.com/html-creto/assets/img/bg-dark-news.png	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/bg-dark-news.png	(from https://html.rovadex.com/html-creto/assets/css/style.css)
16:25:40	62053/62053	---M--	200	added ('OK')	image/png	etag:%22f265-5a1d92c5843fc%22	https://html.rovadex.com/html-creto/assets/img/insta-hover-bg.png	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/insta-hover-bg.png	(from https://html.rovadex.com/html-creto/assets/css/style.css)
16:25:40	3640/3640	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22e38-5a1d92a142b95%22	https://html.rovadex.com/html-creto/assets/img/dark-adv-effect.svg	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/dark-adv-effect.svg	(from https://html.rovadex.com/html-creto/assets/css/style.css)
16:25:40	4083/4083	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22ff3-5a1d92a45fa4b%22	https://html.rovadex.com/html-creto/assets/img/dark-categ-effect.svg	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/dark-categ-effect.svg	(from https://html.rovadex.com/html-creto/assets/css/style.css)
16:25:40	16599/16599	---M--	200	added ('OK')	image/png	etag:%2240d7-5a1d92b3a44f3%22	https://html.rovadex.com/html-creto/assets/img/dark-prod-bg.png	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/dark-prod-bg.png	(from https://html.rovadex.com/html-creto/assets/css/style.css)
16:25:40	17649/17649	---M--	200	added ('OK')	image/png	etag:%2244f1-5a1d92b2becde%22	https://html.rovadex.com/html-creto/assets/img/dark-prod-bg-1.png	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/dark-prod-bg-1.png	(from https://html.rovadex.com/html-creto/assets/css/style.css)
16:25:41	5410/5410	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221522-5a1d92cb03cc6%22	https://html.rovadex.com/html-creto/assets/img/logo-white.svg	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/logo-white.svg	(from https://html.rovadex.com/html-creto/home-two.html)
16:25:41	1036/1036	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2240c-5a1d92cbc181a%22	https://html.rovadex.com/html-creto/assets/img/loop-icon.svg	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/loop-icon.svg	(from https://html.rovadex.com/html-creto/home-two.html)
16:25:41	19916/19916	---M--	200	added ('OK')	image/jpeg	etag:%224dcc-5a1d9294efc32%22	https://html.rovadex.com/html-creto/assets/img/bg-slider-2.jpg	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/bg-slider-2.jpg	(from https://html.rovadex.com/html-creto/home-two.html)
16:25:41	4026/4026	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22fba-5a1d92b98d16e%22	https://html.rovadex.com/html-creto/assets/img/effect-dark-slider.svg	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/effect-dark-slider.svg	(from https://html.rovadex.com/html-creto/home-two.html)
16:25:42	165075/165075	---M--	200	added ('OK')	image/png	etag:%22284d3-5a1d92b4393e5%22	https://html.rovadex.com/html-creto/assets/img/dark-slide-1.png	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/dark-slide-1.png	(from https://html.rovadex.com/html-creto/home-two.html)
16:25:42	129188/129188	---M--	200	added ('OK')	image/png	etag:%221f8a4-5a1d92b4ebb86%22	https://html.rovadex.com/html-creto/assets/img/dark-slide-2.png	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/dark-slide-2.png	(from https://html.rovadex.com/html-creto/home-two.html)
16:25:42	102828/102828	---M--	200	added ('OK')	image/png	etag:%22191ac-5a1d92a2f2e08%22	https://html.rovadex.com/html-creto/assets/img/dark-categ-1.png	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/dark-categ-1.png	(from https://html.rovadex.com/html-creto/home-two.html)
16:25:43	113886/113886	---M--	200	added ('OK')	image/png	etag:%221bcde-5a1d92b57c03f%22	https://html.rovadex.com/html-creto/assets/img/dark-slide-3.png	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/dark-slide-3.png	(from https://html.rovadex.com/html-creto/home-two.html)
16:25:43	52840/52840	---M--	200	added ('OK')	image/png	etag:%22ce68-5a1d92a37d8e8%22	https://html.rovadex.com/html-creto/assets/img/dark-categ-2.png	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/dark-categ-2.png	(from https://html.rovadex.com/html-creto/home-two.html)
16:25:43	101053/101053	---M--	200	added ('OK')	image/png	etag:%2218abd-5a1d92a409f20%22	https://html.rovadex.com/html-creto/assets/img/dark-categ-3.png	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/dark-categ-3.png	(from https://html.rovadex.com/html-creto/home-two.html)
16:25:43	65145/65145	---M--	200	added ('OK')	image/png	etag:%22fe79-5a1d92a0e8248%22	https://html.rovadex.com/html-creto/assets/img/dark-adv-bg.png	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/dark-adv-bg.png	(from https://html.rovadex.com/html-creto/home-two.html)
16:25:43	3538/3538	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22dd2-5a1d928cda8e0%22	https://html.rovadex.com/html-creto/assets/img/advantages-dark-1.svg	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/advantages-dark-1.svg	(from https://html.rovadex.com/html-creto/home-two.html)
16:25:44	5654/5654	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221616-5a1d928d33ea4%22	https://html.rovadex.com/html-creto/assets/img/advantages-dark-2.svg	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/advantages-dark-2.svg	(from https://html.rovadex.com/html-creto/home-two.html)
16:25:44	1354/1354	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2254a-5a1d928d92e42%22	https://html.rovadex.com/html-creto/assets/img/advantages-dark-3.svg	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/advantages-dark-3.svg	(from https://html.rovadex.com/html-creto/home-two.html)
16:25:44	105764/105764	---M--	200	added ('OK')	image/jpeg	etag:%2219d24-5a1d9291e75a0%22	https://html.rovadex.com/html-creto/assets/img/bg-dark-subscribe.jpg	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/bg-dark-subscribe.jpg	(from https://html.rovadex.com/html-creto/home-two.html)
16:25:44	3964/3964	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22f7c-5a1d92ba485b1%22	https://html.rovadex.com/html-creto/assets/img/effect-subscribe-img.svg	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/effect-subscribe-img.svg	(from https://html.rovadex.com/html-creto/home-two.html)
16:25:44	152821/152821	---M--	200	added ('OK')	image/jpeg	etag:%22254f5-5a1d9290e73bd%22	https://html.rovadex.com/html-creto/assets/img/bg-dark-feedback.jpg	C:/My%20Web%20Sites/proyecto/html.rovadex.com/html-creto/assets/img/bg-dark-feedback.jpg	(from https://html.rovadex.com/html-creto/home-two.html)
